"Book Name","Enhanced Typesetting Status","Conversion Status","Error Count","Quality Issue Count","Output File Path","Log File Path","Quality Report Path"
"it-professional-practice","Supported","Success","0","0","/Users/gregb/Documents/devel/professional-practice/textbook/audit/kindle-previewer/KPF/it-professional-practice.kpf","/Users/gregb/Documents/devel/professional-practice/textbook/audit/kindle-previewer/Logs/it-professional-practice_log.csv","/Users/gregb/Documents/devel/professional-practice/textbook/audit/kindle-previewer/Logs/it-professional-practice_QualityReport.csv"
